country_code,year,ln_underval
COG,1965,0.6624142463662941
COG,1966,0.4588384936465022
COG,1967,0.4043821014528186
COG,1968,0.4925670181405146
COG,1969,0.5572558815399355
COG,1970,0.6724010273664212
COG,1971,0.6674201893602463
COG,1972,0.487585389562472
COG,1973,0.3655123297302132
COG,1974,0.41541501411473924
COG,1975,0.18662531582477482
COG,1976,0.208087229787552
COG,1977,0.22024609537926576
COG,1978,-0.01103336370416863
COG,1979,-0.14809615797445486
COG,1980,-0.4857852885681495
COG,1981,-0.8062103628303882
COG,1982,-0.7504532950682153
COG,1983,-0.19268316924616835
COG,1984,-0.04937789360319855
COG,1985,-0.02086737978709552
COG,1986,-0.40280659091968496
COG,1987,-0.6777148502021955
COG,1988,-0.7576720984157798
COG,1989,-0.8345265923297489
COG,1990,-0.7706613325236575
COG,1991,-0.8171334178128998
COG,1992,-0.796226743767045
COG,1993,-0.8710212402147284
COG,1994,-0.6654694388066617
COG,1995,-0.8973371458182197
COG,1996,-0.8321461753861941
COG,1997,-0.6188102804388927
COG,1998,-0.42321689783344674
COG,1999,-0.43834843653361744
COG,2000,-0.7765288640242052
COG,2001,-0.6970977983651265
COG,2002,-0.5416414125376554
COG,2003,-0.5119974536941609
COG,2004,-0.4963868334163575
COG,2005,-0.5068829893905966
COG,2006,-0.6330747334426241
COG,2007,-0.9611752119365696
COG,2008,-0.8941856839151484
COG,2009,-0.9398146901274417
COG,2010,-0.6465209469718971
COG,2011,-0.6955051287877687
COG,2012,-0.6775106863145024
COG,2013,-0.8030048512824755
COG,2014,-0.8059924407966551
COG,2015,-0.653594465473811
COG,2016,-0.6788867631339164
COG,2017,-0.6969425443381897
COG,2018,-0.6143423362697337
COG,2019,-0.47578453322837577
COG,2020,-0.32456119523686766
COG,2021,-0.39143429711931654
COG,2022,-0.32592803850747876
COG,2023,-0.38754646169522133
COL,1950,0.5978320625179667
COL,1951,0.6888690970763673
COL,1952,0.7314651187249166
COL,1953,0.7204127455272125
COL,1954,0.6458050261860637
COL,1955,0.6356493281898847
COL,1956,0.5386105269420047
COL,1957,0.763447151434461
COL,1958,1.131585879988611
COL,1959,1.0577598357943387
COL,1960,1.018709984724314
COL,1961,0.963266523548463
COL,1962,0.9295402282243432
COL,1963,0.9847693499640076
COL,1964,0.8597166490876389
COL,1965,0.8876245179099065
COL,1966,1.003137388836702
COL,1967,0.9978248135392263
COL,1968,1.0296814540472998
COL,1969,1.022056018289012
COL,1970,1.0109903156745903
COL,1971,1.0428295496129791
COL,1972,1.0452008042150902
COL,1973,0.9891604156609348
COL,1974,0.8995958442763567
COL,1975,0.9089561344634802
COL,1976,0.823976299311945
COL,1977,0.6392030254741017
COL,1978,0.54162888824773
COL,1979,0.3949816497308236
COL,1980,0.27244691788791275
COL,1981,0.18712532177963648
COL,1982,0.12418570262981965
COL,1983,0.12218276706736586
COL,1984,0.15390482460411037
COL,1985,0.245876306629925
COL,1986,0.31538280369249616
COL,1987,0.2784497994509969
COL,1988,0.23604306430739808
COL,1989,0.25166249593665313
COL,1990,0.27940734918501064
COL,1991,0.2446851949082216
COL,1992,0.13390657203729206
COL,1993,0.06649926091546865
